?,?,????,????,????,????,,
1990,11,72.45911405,88.44203927,82.98269836,46.64501649,,
1990,12,73.57603293,107.73944,110.9414357,60.09851531,,
1991,1,75.48473677,113.7605012,84.76731013,61.49500938,,
1991,2,75.47743466,116.8833166,100.1695387,94.73958081,,
1991,3,64.92990534,134.5552211,84.28358156,70.11478667,,
1991,4,64.95331591,51.11533843,118.9866073,35.07470909,,
1991,5,62.883599,70.61904623,132.3848519,39.69548604,,
1991,6,59.66057464,59.81863022,104.3237491,68.84950911,,
1991,7,60.67884151,56.14257703,176.204238,83.77250488,,
1991,8,69.4724093,76.67704337,106.7185251,46.16248194,,
1991,9,57.77082314,88.66783729,98.60388799,44.27339943,,
1991,10,60.48478671,70.53865087,111.524896,35.27142621,,
1991,11,80.13954025,125.9721647,143.3729348,60.04703961,,
1991,12,74.59121779,111.9004545,128.2707577,60.69050162,,
1992,1,71.03457853,94.4406418,138.585349,75.67522472,,
1992,2,73.9190737,83.03254389,97.935167,146.3247092,,
1992,3,65.92341428,120.2684414,123.082947,66.95019853,,
1992,4,86.69541762,131.3383066,81.53620424,51.91975166,,
1992,5,76.64068991,72.44188017,93.21689651,60.42184261,,
1992,6,105.8682941,119.1181152,107.343883,39.41409564,,
1992,7,101.3511844,188.4793295,92.26558749,92.8588298,,
1992,8,120.6019699,150.0994537,121.7136783,157.7410354,,
1992,9,94.9236381,147.8098604,112.5368642,347.9218385,,
1992,10,93.57897505,106.0854703,145.2682609,81.36572731,,
1992,11,100.7927399,68.0650832,129.8191288,61.28058193,,
1992,12,74.26053054,54.03867868,132.512271,66.87509901,,
1993,1,81.78721815,84.41262697,151.1851351,46.32467771,,
1993,2,81.41450336,116.6874078,126.9863076,99.36573307,,
1993,3,85.88916849,71.2510915,97.08666221,67.01434845,,
1993,4,71.37270633,74.59443525,93.48943303,264.8346078,,
1993,5,80.8768272,64.87838331,112.1085505,93.11225345,,
1993,6,80.86049812,86.65478074,154.0555234,122.5247435,,
1993,7,88.35840976,90.70730972,158.7934705,47.3558991,,
1993,8,105.7736512,86.63722963,178.7868651,222.0668476,,
1993,9,99.5202469,86.6060096,151.3371162,60.37271974,,
1993,10,97.74940694,56.26872784,141.1191523,54.32507464,,
1993,11,105.2547135,85.13016013,162.6121127,64.83498245,,
1993,12,132.8291212,110.5556466,220.4683914,77.08464656,,
1994,1,106.171841,69.9593061,89.31397521,59.86722877,,
1994,2,109.7130117,44.64430054,130.384785,57.47842803,,
1994,3,89.58883114,47.47535799,174.3042441,60.85629052,,
1994,4,103.5754615,52.42215625,175.9981965,60.91279393,,
1994,5,99.95055175,86.13167107,134.6443661,133.621626,,
1994,6,87.21826539,99.53488586,79.20448013,386.6644604,,
1994,7,84.07793019,63.29743422,84.09791712,146.6214639,,
1994,8,59.41652476,46.22797435,113.2464888,56.93194667,,
1994,9,63.21012689,20.57984565,90.2361308,47.11078824,,
1994,10,54.5982993,63.73381387,91.20000248,98.26527764,,
1994,11,68.71553131,76.01579836,106.6740126,103.2867588,,
1994,12,61.63053751,72.32232719,110.3175854,53.34014315,,
1995,1,56.88924048,64.37277891,125.2824462,91.18567283,,
1995,2,68.0027847,105.3918621,98.3288248,104.5952842,,
1995,3,111.1905467,217.8275471,103.4091102,409.0188271,,
1995,4,69.82176659,143.8982924,82.05992141,194.6669734,,
1995,5,96.80387929,108.1800873,127.8100972,54.80280216,,
1995,6,113.7354604,116.4147364,128.3095125,106.9022648,,
1995,7,98.04004919,119.2765704,109.7136314,143.6056653,,
1995,8,89.04255673,132.1607841,92.82591807,359.1735602,,
1995,9,99.12427758,146.2582095,97.58483809,299.0635489,,
1995,10,73.5320849,104.5883942,96.97315909,137.8642596,,
1995,11,67.54325119,85.46359355,57.45195533,61.7993073,,
1995,12,79.91799896,117.9803322,47.11536622,72.92253753,,
1996,1,98.73667503,107.0497429,73.72656573,58.02102672,,
1996,2,110.3047731,91.27058169,94.27899659,54.60727808,,
1996,3,102.9440008,73.78213592,96.26723133,67.81151861,,
1996,4,90.30192153,53.75908852,101.5102525,57.62162819,,
1996,5,72.41879136,66.62410207,60.27306718,47.96914221,,
1996,6,78.19248194,84.26450116,74.35199395,45.36727151,,
1996,7,69.89463387,63.78317996,63.37001242,7.55012556,,
1996,8,68.88725491,72.27084408,84.93060995,43.88855283,,
1996,9,98.03626466,55.73526277,94.84182884,58.1671236,,
1996,10,94.81536175,53.78047427,73.53165937,57.7903261,,
1996,11,97.10741089,122.9139523,98.83219881,94.13281521,,
1996,12,79.93866476,43.97775524,58.38106362,69.73434671,,
1997,1,108.616082,91.79764283,60.87900166,66.35469337,,
1997,2,77.54902884,55.85545584,88.49579424,180.1473444,,
1997,3,103.228328,64.87477812,61.15507236,55.3285138,,
1997,4,92.74827623,84.27531169,91.14507501,53.95926869,,
1997,5,91.60951584,75.95478009,60.07202026,78.03855739,,
1997,6,97.33539117,57.79128169,82.80137767,69.4363389,,
1997,7,83.49095683,61.8897185,75.64080197,114.4996483,,
1997,8,129.9976587,74.19327828,81.2504375,44.06851916,,
1997,9,136.8972816,81.71811376,142.1659842,113.1594506,,
1997,10,147.8247228,100.4913053,82.25979842,65.41236307,,
1997,11,214.2252608,289.0879472,90.92137312,125.8143411,,
1997,12,248.9786661,265.2769312,91.0390699,219.69207,,
1998,1,229.4562986,154.8222935,65.13665893,205.9995788,,
1998,2,146.6379227,79.9124168,66.95965903,71.84452851,,
1998,3,187.3421366,216.2570839,72.65724177,86.09520142,,
1998,4,204.2400592,161.2478192,75.80412158,153.6264263,,
1998,5,198.7998419,136.9208083,79.19937615,102.348209,,
1998,6,180.0417961,153.380385,65.06093764,750.9153835,,
1998,7,275.1200742,141.5756717,58.17297457,151.4126216,,
1998,8,217.8806051,170.7716231,65.02135773,224.3486878,,
1998,9,160.5279438,173.6426066,56.134401,80.3688704,,
1998,10,181.6948749,184.480245,58.50912023,66.47474529,,
1998,11,144.9214827,115.1255982,34.14616138,53.46678526,,
1998,12,134.087476,126.7570429,60.38371167,52.12955306,,
1999,1,118.4947631,97.63041014,72.02623936,131.160278,,
1999,2,112.1948941,130.4729408,86.31619366,80.22878589,,
1999,3,98.2104612,101.1648192,74.97276225,60.88954048,,
1999,4,91.79020544,95.25229206,87.54281512,48.8156971,,
1999,5,132.682089,107.8927822,115.5399267,58.64173851,,
1999,6,109.7971421,78.14453885,76.04029868,99.91515026,,
1999,7,93.77499737,97.37906404,89.92966132,90.56413159,,
1999,8,86.76288213,57.88348142,58.9364925,125.8046742,,
1999,9,103.2169321,92.03294678,75.92090006,423.9005734,,
1999,10,96.52033736,77.18729982,82.85747883,86.7054951,,
1999,11,84.78683596,89.85719713,91.13208989,89.9043152,,
1999,12,83.66145267,63.52321821,107.9341034,101.9829783,,
2000,1,75.01656761,73.78013885,103.1664428,85.09493273,,
2000,2,85.19542874,36.57506646,67.22082794,51.68674619,,
2000,3,78.61887499,26.30174937,56.07774224,71.78416679,,
2000,4,95.44188523,76.82052816,65.33606348,112.7066605,,
2000,5,96.10456601,85.17115664,81.46478737,71.76848891,,
2000,6,164.5550661,109.6582483,80.28294821,44.09346384,,
2000,7,98.72467034,120.0935134,86.86707619,28.80983354,,
2000,8,86.41251251,134.4138648,75.16476289,50.40346636,,
2000,9,65.96022186,18.94792566,39.37801424,186.1366159,,
2000,10,71.95964874,50.27009452,63.14549635,146.5675913,,
2000,11,86.86891623,89.90369715,64.06706651,107.7985162,,
2000,12,106.3178497,137.2277839,71.52461161,52.77254423,,
2001,1,113.1945224,147.6957299,91.03206042,59.03755879,,
2001,2,148.9405553,199.7407623,78.66097381,106.8361879,,
2001,3,179.2502859,264.2568878,121.7763444,110.4545126,,
2001,4,156.7675319,146.2302944,102.1817643,65.16131071,,
2001,5,106.0195951,117.2990887,91.88932265,66.38086994,,
2001,6,101.340813,57.17713587,59.88939865,81.28650841,,
2001,7,159.4855335,127.1689696,107.4558064,61.13149449,,
2001,8,130.9547629,142.000057,103.3755553,96.96270791,,
2001,9,117.7335436,158.2013109,80.17438175,248.384457,,
2001,10,109.3899761,137.1953572,101.3889641,141.7491276,,
2001,11,101.678548,108.7379552,99.52337743,54.51396962,,
2001,12,110.8282093,151.6602658,100.7948062,92.89574204,,
2002,1,114.3349429,119.8195414,81.77119242,50.81109915,,
2002,2,140.7454479,213.1809742,113.6989033,62.55393625,,
2002,3,95.74810764,82.88725225,96.56955201,45.95713656,,
2002,4,66.76393556,63.75928315,64.94447187,48.41687981,,
2002,5,103.6218472,81.28593623,82.07993363,113.2509179,,
2002,6,104.3047836,98.3661884,105.6925591,196.6721778,,
2002,7,91.2829658,97.3444198,62.12513909,130.3780582,,
2002,8,117.8021969,89.4778279,75.00701341,49.76972134,,
2002,9,109.3993502,164.2847595,73.66694773,46.23979918,,
2002,10,189.8850406,191.2629005,78.6398032,43.19071179,,
2002,11,117.4407275,129.8078162,49.98721785,72.33675544,,
2002,12,107.1560342,89.38151302,72.69392369,73.2215014,,
2003,1,95.38533886,120.638743,56.32552641,81.95150332,,
2003,2,95.86361307,131.6475453,75.78432392,154.5979057,,
2003,3,107.5471248,178.4498895,81.92894068,113.2547597,,
2003,4,106.5185467,136.2381491,86.70618705,74.5558205,,
2003,5,145.1658619,193.4972936,79.05002511,91.87928207,,
2003,6,107.3223985,92.82056864,103.9364018,105.4494808,,
2003,7,81.4691423,100.8297097,64.05713543,88.01650102,,
2003,8,71.68563465,79.87351229,64.99605513,63.41473457,,
2003,9,95.56684132,70.89152902,98.99696686,93.64117682,,
2003,10,113.2753121,77.23680449,96.39318215,193.5137064,,
2003,11,86.85499601,73.31692159,91.84144467,88.48118543,,
2003,12,64.30102943,49.84572708,85.27616413,131.401048,,
2004,1,70.95695909,68.538808,79.66874426,126.4331534,,
2004,2,60.38883198,31.68722136,63.26210279,128.9944228,,
2004,3,64.0409183,42.73742304,83.16693357,120.1769555,,
2004,4,73.89447494,92.44376462,53.53011933,162.6389395,,
2004,5,64.30819133,61.77252771,64.53722911,65.52498522,,
2004,6,79.45451606,73.54176214,68.5021337,54.31719604,,
2004,7,83.49945074,72.00915749,50.64904897,51.98369886,,
2004,8,76.66858822,68.6235232,70.35408058,62.12900137,,
2004,9,65.52512837,52.96703987,86.59667546,51.61105174,,
2004,10,61.7725978,60.87385154,71.7134066,83.01033349,,
2004,11,69.91061018,73.41733587,86.00401639,90.41244837,,
2004,12,73.98894563,72.70222492,55.27863591,102.858967,,
2005,1,54.79595958,48.34215416,58.02158593,57.19784348,,
2005,2,77.50223623,62.83233923,68.41827824,47.16856167,,
2005,3,47.27558584,39.30517613,64.81212591,43.69172349,,
2005,4,61.84771541,61.93937289,63.49676499,43.39454854,,
2005,5,63.12592743,91.79109871,69.60691122,51.83104323,,
2005,6,60.30734544,55.71647533,62.15251944,57.93276836,,
2005,7,47.45415987,67.41501803,75.97726426,100.15125,,
2005,8,97.49412887,77.70950997,95.86194163,62.19535705,,
2005,9,65.7329056,56.37735142,38.42750499,61.24509434,,
2005,10,56.04593156,48.44401618,64.00855696,32.5661336,,
2005,11,71.5326985,89.42201637,73.00654312,39.61036357,,
2005,12,62.13572284,80.49457208,63.89734254,31.12155233,,
2006,1,61.85056137,49.49556293,40.88200891,45.67592647,,
2006,2,45.69279506,52.54364433,59.31851092,49.69060615,,
2006,3,61.15774157,124.4115787,59.16260014,39.18403044,,
2006,4,64.77919494,56.0343606,77.66263997,54.27909879,,
2006,5,66.10360582,71.81378114,57.25262135,67.32998413,,
2006,6,55.52947285,111.2301599,54.30138334,51.43992503,,
2006,7,56.94983865,102.5796734,70.52435855,46.18183475,,
2006,8,45.66052886,54.63901254,58.28930139,45.15275655,,
2006,9,58.05422974,40.05919368,71.30023598,42.51008149,,
2006,10,54.70570226,55.10058492,65.27582718,37.13531002,,
2006,11,57.7653086,60.54021673,59.63530221,37.18525724,,
2006,12,61.4943027,44.44635965,65.64518114,47.42543775,,
2007,1,62.54631841,78.27301991,81.49925218,54.66279192,,
2007,2,52.64044356,81.96177102,70.93383638,48.05780572,,
2007,3,67.24328673,78.89035536,72.40593662,56.93062949,,
2007,4,55.97747999,77.13621979,80.37309356,57.65584905,,
2007,5,57.36632107,39.91631119,87.14037053,63.01444352,,
2007,6,59.33785972,58.62493867,77.06879607,40.41153203,,
2007,7,77.42165103,65.48753785,52.49207642,61.68739694,,
2007,8,72.02161102,177.2364211,68.35047455,58.99420297,,
2007,9,64.98445848,127.2418582,78.6930542,25.72198535,,
2007,10,61.71441354,118.7065383,55.50029479,36.45633181,,
2007,11,61.35143801,114.181887,26.58055382,32.9917037,,
2007,12,65.16788257,107.5118946,51.36463087,44.08495141,,
2008,1,130.1970238,169.6277181,100.5285636,61.1823831,,
2008,2,92.87075656,134.1794595,68.44648212,59.25166763,,
2008,3,112.2124643,303.4749559,74.01796232,181.8501296,,
2008,4,90.48658074,158.293167,87.83335331,101.6986404,,
2008,5,91.1437237,122.2492128,76.80607616,57.10034834,,
2008,6,75.92664328,119.661115,76.23337882,109.5126928,,
2008,7,89.76071378,127.7647694,123.2354905,61.23497639,,
2008,8,116.2402648,110.8783158,73.06746725,80.05740453,,
2008,9,151.0744325,112.9922355,37.53098772,113.0916098,,
2008,10,241.6136344,208.0241809,68.27776796,228.3786851,,
2008,11,136.5673232,109.1431617,80.65525518,52.29193435,,
2008,12,144.751196,144.8279662,69.91643991,105.8112434,,
2009,1,128.4660647,101.3767191,78.43468182,62.30021741,,
2009,2,182.3884393,124.0033998,131.42446,64.75963175,,
2009,3,139.2374355,81.25524958,64.61901618,68.29532615,,
2009,4,137.548798,84.4137523,78.45043102,65.413851,,
2009,5,126.2020618,133.204516,63.06682056,66.10719855,,
2009,6,135.9008738,82.24782565,66.68070642,51.17136407,,
2009,7,145.5169712,111.003551,103.4489082,49.06615825,,
2009,8,199.0634185,91.26829472,125.8566397,48.26716654,,
2009,9,124.3746082,70.56915166,106.6907157,69.91920409,,
2009,10,121.2359377,47.83998801,51.84297253,62.90265923,,
2009,11,119.4130264,109.2237318,74.618115,153.6929022,,
2009,12,130.1848649,112.6654418,84.67766635,71.56003269,,
2010,1,119.2310149,106.7892837,56.29961937,78.43295206,,
2010,2,125.7023567,102.025489,68.44727543,80.67387485,,
2010,3,102.7325464,86.64432411,65.72640778,47.86743167,,
2010,4,133.8735603,82.4758993,69.76037134,58.73415,,
2010,5,221.5491038,150.1495195,107.923883,121.5258865,,
2010,6,276.8268945,161.0190648,125.2168372,94.76608428,,
2010,7,176.5072956,151.2019703,77.44837829,102.9505154,,
2010,8,166.8738543,260.7149887,85.95571481,409.0327252,,
2010,9,133.3177902,174.4323573,85.74063499,642.3390608,,
2010,10,95.83736049,147.4910801,95.31160149,377.285699,,
2010,11,112.6376111,140.3919698,167.4176911,124.1765718,,
2010,12,122.871441,105.1966267,114.8980286,140.8725379,,
2011,1,121.5673987,116.0804439,240.0770798,66.35625635,,
2011,2,102.411168,104.3047381,111.3369313,100.5288527,,
2011,3,109.2247135,172.5481439,122.7703189,336.0259053,,
2011,4,107.160032,182.7073748,70.27653772,147.1429395,,
2011,5,107.3186053,83.30901723,106.6770375,58.13463259,,
2011,6,111.614439,97.25135744,96.54872309,77.35344387,,
2011,7,150.9242285,142.8696687,105.264353,189.6923607,,
2011,8,305.6943541,365.087697,174.1352381,958.4900909,,
2011,9,175.1567847,189.6934128,146.4311963,323.490475,,
2011,10,183.804103,197.9021744,190.6741995,321.275185,,
2011,11,186.4332107,129.5239311,348.7637293,212.1588825,,
2011,12,148.2062782,102.7608044,174.3943808,124.8050693,,
2012,1,156.025626,126.4833783,167.7563622,100.2644654,,
2012,2,141.8739204,142.9422357,104.336661,78.63476124,,
2012,3,132.1343147,107.8922271,116.6111405,63.75339532,,
2012,4,154.4339126,142.7963796,130.1170992,146.1627805,,
2012,5,171.0694931,118.4404302,121.4505208,87.25008303,,
2012,6,203.2971828,153.6289284,158.2263448,253.1091512,,
2012,7,97.79496997,110.3294089,97.84198978,110.3960479,,
2012,8,103.856719,101.4396038,136.3375707,72.69104048,,
2012,9,98.16797772,113.0437834,168.9164044,78.35861784,,
2012,10,121.7353378,135.8526254,116.6734856,110.6654356,,
2012,11,149.7298981,138.1432497,201.7440815,60.21427691,,
2012,12,148.9568384,166.4299061,252.489753,54.34547755,,
2013,1,112.7716808,116.5418254,111.3280517,63.04945808,,
2013,2,119.3963337,147.3004847,157.850054,109.4596992,,
2013,3,136.8894936,177.5493303,218.963843,60.71300541,,
2013,4,98.41246824,128.4992753,145.9537569,38.64084419,,
2013,5,92.2205672,164.7576967,132.9263386,67.21495761,,
2013,6,103.0718894,180.403167,140.0774384,64.83617881,,
2013,7,104.9153686,160.5144808,214.7812338,55.46464437,,
2013,8,97.91682174,102.3342407,112.8422477,52.19613091,,
2013,9,107.5792015,102.3678397,90.83809424,43.46459031,,
2013,10,131.2001743,114.7061544,222.8245365,35.13307733,,
2013,11,56.10973965,91.48047827,90.01101251,37.54890703,,
2013,12,86.68240422,97.21458415,97.98518884,47.46345351,,
2014,1,84.79780667,142.3054013,110.0559808,94.50167891,,
2014,2,116.9050917,155.8614382,119.5459872,65.3848796,,
2014,3,112.5424168,81.40414477,114.6064195,73.76224554,,
2014,4,125.1096434,104.1126901,237.3592114,45.33062162,,
2014,5,76.9720554,75.0985294,92.74834979,54.68008805,,
2014,6,52.74900411,38.18709329,75.05826287,46.8971681,,
2014,7,68.7518767,66.40591111,84.75578392,72.28313032,,
2014,8,80.31679165,81.04835325,88.94609865,48.43691145,,
2014,9,100.2136194,74.43184009,113.9072465,40.27264812,,
2014,10,94.15330465,97.31324994,70.26056634,44.64611622,,
2014,11,111.3291879,179.2040686,83.74342828,61.56652436,,
2014,12,101.0539556,127.6461466,114.4394968,59.18912698,,
2015,1,95.69623332,104.977472,81.07085603,65.79145121,,
2015,2,68.7413434,34.71027073,86.35901214,54.37205449,,
2015,3,64.00878175,90.19543141,84.34874841,50.77462283,,
2015,4,76.34262363,88.41879786,117.9900911,60.94828086,,
2015,5,78.77699281,81.17311569,134.108038,56.29803572,,
2015,6,65.29342036,56.05363928,113.8930824,53.81223309,,
2015,7,94.62491501,70.50323143,98.33098486,65.60552724,,
2015,8,101.3846133,124.0273641,104.3982986,139.9139141,,
2015,9,106.0040772,134.0742913,116.339403,150.6806903,,
2015,10,108.1359924,100.1457913,357.6955732,75.7653295,,
2015,11,84.46694269,93.23416671,248.9233508,53.80856163,,
2015,12,88.28539472,108.3861052,122.2385254,43.26092027,,
2016,1,122.481884,198.1452831,330.4825933,58.86020236,,
2016,2,165.3183308,360.7738572,186.3409983,145.5943516,,
2016,3,136.9272544,203.8672718,155.8204789,81.51978413,,
2016,4,137.2094178,178.7877346,172.668709,100.5567264,,
2016,5,188.4574861,233.6845168,183.2279428,233.5492691,,
2016,6,208.6602337,237.4618392,316.3290209,226.8168772,,
2016,7,188.6463801,255.4445015,266.7306441,84.03689818,,
2016,8,103.7686916,157.3753219,137.3948465,56.55538805,,
2016,9,99.31949682,189.8507494,200.7653775,43.92523319,,
2016,10,75.18154715,120.5572504,210.9950897,39.70906158,,
2016,11,127.7825268,148.132183,531.0823906,80.60514781,,
2016,12,133.0246432,144.1532309,227.6181492,116.9426532,,
2017,1,151.0134613,97.46027429,549.3064735,111.8504724,,
2017,2,125.0824662,103.0322736,346.6103248,66.21500292,,
2017,3,118.1330915,99.189381,205.4693862,63.91940027,,
2017,4,97.24946178,91.43858659,155.1325904,54.37367379,,
2017,5,92.3754561,98.36356966,152.157128,64.44293144,,
2017,6,82.31860642,92.65443259,149.6583253,44.12626625,,
2017,7,67.22345833,66.4885111,145.6866022,41.52074937,,
2017,8,76.4867899,81.94827283,150.852416,46.27154842,,
2017,9,74.29230309,78.55154969,103.1827449,37.32079336,,
2017,10,88.88350529,132.7690224,119.3883175,44.8112707,,
2017,11,76.99676737,107.8190101,205.0582375,39.83395689,,
2017,12,67.9519663,73.302842,83.97038628,39.80504086,,
2018,1,62.91934025,71.18191519,139.3027023,27.16475781,,
2018,2,94.67536699,103.0499495,86.66953418,40.58423327,,
2018,3,88.64783713,72.84008296,237.4241586,41.84531791,,
2018,4,87.0446206,77.24161869,321.6746506,43.64832569,,
2018,5,79.95686024,68.95840158,232.5191365,44.35037287,,
2018,6,91.67223588,65.55235828,300.3297029,51.86099796,,
2018,7,98.84132735,77.92562013,397.2100748,54.06656365,,
2018,8,120.0549875,124.3594257,313.9998357,66.71934684,,
2018,9,122.0100059,97.92035148,332.0411363,83.95370999,,
2018,10,121.1142891,84.44629946,367.5551532,73.54205552,,
2018,11,114.5911021,78.00031001,345.5927723,54.5335535,,
2018,12,149.9149818,127.2487863,417.9843172,39.29602516,,
2019,1,135.9658371,127.7889032,453.4610755,34.03551556,,
2019,2,108.2391389,110.4677652,324.4304886,80.42842113,,
2019,3,129.494443,114.759117,296.4383652,39.81306228,,
2019,4,115.2368058,114.5071343,278.1495095,60.08595089,,
2019,5,145.0840739,100.5869464,418.0372179,51.39183874,,
2019,6,145.0280464,139.3978101,534.9477349,52.55761343,,
2019,7,174.535177,151.2363865,477.1328096,37.57871419,,
2019,8,159.5304007,148.3828668,504.2545965,57.54238409,,
2019,9,139.3762688,93.85588545,370.5550405,52.39697779,,
2019,10,109.1526149,98.71780952,379.3105414,40.19917174,,
2019,11,128.1819741,93.28227345,309.0626758,37.38186562,,
2019,12,105.5522302,74.53645328,383.4767743,65.69473124,,
2020,1,111.1230448,102.595275,307.3988034,70.71258811,,
2020,2,116.967791,93.21073833,181.3771084,43.26869737,,
2020,3,179.8103951,270.272264,94.10354739,84.89062538,,
2020,4,177.9743017,126.7817211,99.17304146,38.47538259,,
2020,5,195.8200327,115.2914521,143.3976733,43.32406631,,
2020,6,159.7153525,104.0967441,104.7663946,44.56471456,,
2020,7,140.0315159,104.5907965,93.53515958,32.71145642,,
2020,8,117.9170445,88.23312423,121.7907043,45.24097838,,
2020,9,109.166851,89.73196998,116.4273895,44.08389598,,
2020,10,79.13208826,72.74574573,112.1714338,38.32320206,,
2020,11,132.8535041,117.5277812,169.2169389,59.50362345,,
2020,12,98.95554659,96.8263527,133.03477,58.94517716,,
2021,1,95.3920116,73.38095392,108.1114347,55.95993193,,
2021,2,88.02955705,80.41498118,87.93548736,63.96396744,,
2021,3,73.38858948,55.91862252,76.0202005,36.91784794,,
2021,4,67.34991437,41.46549221,93.28871733,48.8904419,,
2021,5,55.87018701,53.81806662,67.07909872,40.06140377,,
2021,6,61.13808341,58.34155103,54.99511519,34.9701727,,
2021,7,58.09178254,62.82385358,52.24978308,64.44356434,,
2021,8,62.62279547,65.8649593,56.48653439,49.25323554,,
2021,9,93.13507592,63.78653979,74.50739221,46.00109039,,
2021,10,96.02679027,109.8451096,96.140576,78.95789043,,
2021,11,83.95938951,92.89674117,68.03786721,45.61445707,,
2021,12,79.85704324,115.1125074,66.30769819,49.71611389,,
2022,1,89.09312638,87.66268357,23.15402634,49.84314468,,
2022,2,54.54923779,73.11070804,66.63493513,57.89731418,,
2022,3,97.71436269,118.7362048,74.67994853,87.56727667,,
2022,4,92.71613549,120.1660871,58.07593414,113.544132,,
2022,5,96.24913968,127.0148027,115.6261281,37.18032332,,
2022,6,115.932593,196.7521945,91.57840631,108.7884506,,
2022,7,90.75300202,143.6683742,54.91563885,85.49219855,,
2022,8,90.68609234,94.65780611,73.73705585,52.24792955,,
2022,9,90.3250952,142.1514529,61.19713605,260.6860167,,
2022,10,92.85083336,126.6037371,43.63238755,297.4102971,,
2022,11,74.28491559,91.92824034,42.58959952,88.1649684,,
2022,12,92.25284859,114.1488518,38.2192208,128.3358535,,
2023,1,88.84717958,138.2514511,58.38732597,51.97369697,,
2023,2,96.97447034,136.167999,62.52287508,51.68728413,,
2023,3,101.0155551,140.7251938,72.14550851,43.74542896,,
2023,4,118.6359068,236.173608,76.09697824,40.56329587,,
2023,5,122.9957239,197.0882944,86.08283676,70.69377394,,
2023,6,81.50221696,98.01054494,70.21483869,57.46431532,,
2023,7,81.00901255,94.24600575,64.69785298,62.08580605,,
2023,8,92.94768974,91.17594903,61.25578086,46.25538643,,
2023,9,84.78265341,81.74210849,79.46211982,41.91770216,,
2023,10,96.739648,106.4304654,56.60671328,100.9933638,,
2023,11,94.27171496,94.52309591,58.98296003,36.2837338,,
2023,12,83.19347734,90.54864265,66.2695219,35.68362348,,
2024,1,66.3532827,102.0087873,40.23724561,53.18358049,,
